"id","Age","Gender","TravelPreference","HiringDepartment","DistanceFromHome","EducationLevel","EducationField","Role","Internships","Over18","StandardHours","Summary","ExtraCurriculars","AgeBracket"
"56d24a82-ce38-11e8-a136-37e1d5c32837","39","Female","Travel_Frequently","Sales","4","3","Marketing","Sales Executive","1","Y","80","Hi there. I am a Marketing education, and wish to start my career in a corporate role working for your company.  So far I have completed 1 internships. As you can see, I am very dedicated and would be a good additional at your firm.","Womens Athletics","Under 40"
"53dfc0f3-ce38-11e8-a136-37e1d5c32837","42","Female","Non-Travel","Human Resources","2","5","Medical","Human Resources","7","Y","80","I am a Medical major, with a passion to work in the corporate sector. I have done  in a corporate role.  Already I have done 7 internships, building work experience.  I am a hard worker  and I hope to hear from you soon.","Womens Debating, Netball, Womens Debating","40 and Over"
"55f94afe-ce38-11e8-a136-37e1d5c32837","29","Female","Travel_Rarely","Research & Development","9","4","Medical","Laboratory Technician","9","Y","80","I am a Medical education, and wish to start my career in a corporate role in a role in the corporate sector.  I have done 9 internships, building work experience.  I am a hard worker  and I am a good match for the role.","Womens Soccer, Hockey, Womens Athletics","Under 40"
"5809fcda-ce38-11e8-a136-37e1d5c32837","37","Female","Non-Travel","Research & Development","5","2","Engineering","Laboratory Technician","0","Y","80","Hi there. I am a Engineering education, and wish to start my career in a corporate roleworking for you in this role.  Already I have done 0 internships.  As you can see, I am highly motivated  and would be a good additional at your firm.","Hockey","Under 40"
"5b87c072-ce38-11e8-a136-37e1d5c32837","26","Female","Travel_Rarely","Research & Development","16","2","Medical","Healthcare Representative","0","Y","80","Hi there. I am applying for a role after completing my Medical major, with a passion to work in the corporate sector. I have done  in the corporate sector.  I have already done 0 internships, building work experience.  I am very dedicated  and I hope to hear from you soon.","NA","Under 40"
"532b81a2-ce38-11e8-a136-37e1d5c32837","25","Female","Travel_Rarely","Sales","8","4","Marketing","Sales Executive","1","Y","80","Hi there. I am applying for a role after completing my Marketing major, with a passion to work in the corporate sector. I have done  in the corporate sector.  I have already done 1 internships, building work experience.  As you can see, I am highly motivated  and would be a good additional at your firm.","Netball","Under 40"
"5b5e940e-ce38-11e8-a136-37e1d5c32837","48","Female","Travel_Frequently","Sales","8","2","Engineering","Sales Executive","3","Y","80","Hi there. I am applying for a role after completing my Engineering major, with a passion to work in the corporate sector. I have done  in a role in the corporate sector.  I have already done 3 internships, building work experience. As you can see, I am very dedicated and I am ready to start at your firm immediately.","Womens Soccer","40 and Over"
"555a8c21-ce38-11e8-a136-37e1d5c32837","29","Female","Travel_Rarely","Research & Development","20","3","Life Sciences","Laboratory Technician","1","Y","80","Hi there. I am applying for a role after completing my Life Sciences major, with a passion to work in the corporate sector. I have done  in the corporate sector.  Already I have done 1 internships, and can provide references.  I am a hard worker  and I hope to hear from you soon.","Hockey","Under 40"
"5a1f8fec-ce38-11e8-a136-37e1d5c32837","46","Female","Travel_Rarely","Research & Development","2","4","Engineering","Manufacturing Director","2","Y","80","Hi there. I am a Engineering major, with a passion to work in the corporate sector. I have done  working for your company.  So far I have completed 2 internships, and can provide references.  I am a hard worker  and would be a good additional at your firm.","Womens Soccer","40 and Over"
"5094ec31-ce38-11e8-a136-37e1d5c32837","35","Female","Travel_Rarely","Research & Development","14","3","Life Sciences","Laboratory Technician","1","Y","80","Hi there. I am applying for a role after completing my Life Sciences education, and wish to start my career in a corporate role in a role in the corporate sector.  So far I have completed 1 internships, building valuable work experience. As you can see, I am very dedicated and I hope to hear from you soon.","Netball, Hockey, Womens Basketball","Under 40"
"59285ece-ce38-11e8-a136-37e1d5c32837","25","Female","Travel_Rarely","Sales","8","2","Other","Sales Executive","0","Y","80","Hi there. I am a Other major, with a passion to work in the corporate sector. I have done  working for your company.  Already I have done 0 internships, building valuable work experience. As you can see, I am very dedicated and I hope to hear from you soon.","Hockey","Under 40"
"535dad42-ce38-11e8-a136-37e1d5c32837","35","Female","Travel_Rarely","Research & Development","5","4","Engineering","Manufacturing Director","0","Y","80","Hi there. I am applying for a role after completing my Engineering major, with a passion to work in the corporate sector. I have done  in the corporate sector.  I have done 0 internships.  I am a hard worker  and I am a good match for the role.","NA","Under 40"
"53680bf2-ce38-11e8-a136-37e1d5c32837","50","Female","Travel_Rarely","Research & Development","11","3","Life Sciences","Manager","3","Y","80","Hi there. I am a Life Sciences major, with a passion to work in the corporate sector. I have done  working for your company.  I have completed 3 internships, building work experience. As you can see, I am very dedicated and I am ready to start at your firm immediately.","Womens Soccer","40 and Over"
"5894c1b2-ce38-11e8-a136-37e1d5c32837","23","Female","Travel_Rarely","Research & Development","26","1","Life Sciences","Research Scientist","1","Y","80","Hi there. I am applying for a role after completing my Life Sciences education, and wish to start my career in a corporate role in a role in the corporate sector.  Already I have done 1 internships, and can provide references. As you can see, I am very dedicated and would be a good additional at your firm.","Womens Soccer","Under 40"
"51e3f355-ce38-11e8-a136-37e1d5c32837","49","Female","Travel_Rarely","Sales","11","4","Marketing","Sales Executive","3","Y","80","Hi there. I am a Marketing education, and wish to start my career in a corporate role in the corporate sector.  I have done 3 internships, and can provide references.  I am very dedicated  and I hope to hear from you soon.","Womens Rowing","40 and Over"
"50fee7d4-ce38-11e8-a136-37e1d5c32837","38","Female","Travel_Rarely","Sales","14","3","Life Sciences","Sales Executive","0","Y","80","Hi there. I am a Life Sciences education, and wish to start my career in a corporate role in the corporate sector.  I have done 0 internships, and can provide references.  As you can see, I am highly motivated  and would be a good additional at your firm.","Womens Basketball, Womens Rowing, Hockey","Under 40"
"5c6bbad3-ce38-11e8-a136-37e1d5c32837","52","Female","Travel_Rarely","Research & Development","2","4","Engineering","Research Director","9","Y","80","Hi there. I am applying for a role after completing my Engineering major, with a passion to work in the corporate sector. I have done  working for your company.  So far I have completed 9 internships, building valuable work experience.  As you can see, I am a hard worker  and I am ready to start at your firm immediately.","Womens Basketball","40 and Over"
"5320fc00-ce38-11e8-a136-37e1d5c32837","24","Female","Travel_Rarely","Human Resources","22","1","Human Resources","Human Resources","1","Y","80","Hi there. I am a Human Resources education, and wish to start my career in a corporate role working for your company.  So far I have completed 1 internships, building valuable work experience. As you can see, I am very dedicated and I am a good match for the role.","Womens Debating","Under 40"
"5aafab2d-ce38-11e8-a136-37e1d5c32837","46","Female","Travel_Rarely","Sales","1","2","Marketing","Sales Executive","1","Y","80","Hi there. I am applying for a role after completing my Marketing major, with a passion to work in the corporate sector. I have done  in a corporate role.  So far I have completed 1 internships.  I am highly motivated  and would be a good additional at your firm.","Womens Soccer, Hockey, Netball, Womens Athletics, Hockey, Womens Tennis","40 and Over"
"56feaaad-ce38-11e8-a136-37e1d5c32837","33","Female","Travel_Rarely","Research & Development","10","1","Medical","Laboratory Technician","7","Y","80","Recently I completed my Medical major, with a passion to work in the corporate sector. I have done  working for your company.  Already I have done 7 internships, and can provide references.  I am very dedicated  and I am a good match for the role.","Netball","Under 40"
"56c728bf-ce38-11e8-a136-37e1d5c32837","24","Female","Travel_Rarely","Sales","4","1","Medical","Sales Executive","1","Y","80","Recently I completed my Medical major, with a passion to work in the corporate sector. I have done  working for your company.  I have completed 1 internships, and can provide references.  I am a hard worker  and I am a good match for the role.","Netball","Under 40"
"55842d94-ce38-11e8-a136-37e1d5c32837","48","Female","Travel_Rarely","Sales","8","4","Marketing","Sales Representative","7","Y","80","Hi there. I am a Marketing education, and wish to start my career in a corporate role in the corporate sector.  I have already done 7 internships, and can provide references.  I am very dedicated  and would be a good additional at your firm.","Womens Soccer","40 and Over"
"522efa3e-ce38-11e8-a136-37e1d5c32837","34","Female","Non-Travel","Research & Development","9","4","Life Sciences","Laboratory Technician","1","Y","80","Hi there. I am a Life Sciences major, with a passion to work in the corporate sector. I have done  in a corporate role.  I have already done 1 internships.  I am highly motivated  and I am ready to start at your firm immediately.","Womens Basketball","Under 40"
"53195c15-ce38-11e8-a136-37e1d5c32837","36","Female","Non-Travel","Research & Development","6","3","Medical","Research Scientist","7","Y","80","I am a Medical education, and wish to start my career in a corporate role in the corporate sector.  I have completed 7 internships.  As you can see, I am a hard worker  and I am ready to start at your firm immediately.","Womens Rowing","Under 40"
"513a87c4-ce38-11e8-a136-37e1d5c32837","33","Female","Non-Travel","Research & Development","11","2","Medical","Healthcare Representative","2","Y","80","Hi there. I am applying for a role after completing my Medical education, and wish to start my career in a corporate role in a role in the corporate sector.  I have already done 2 internships, building valuable work experience.  I am a hard worker  and would be a good additional at your firm.","Womens Athletics, Womens Basketball, Womens Tennis","Under 40"
"5d82f1d9-ce38-11e8-a136-37e1d5c32837","36","Female","Travel_Rarely","Research & Development","2","4","Medical","Laboratory Technician","4","Y","80","Hi there. I am a Medical major, with a passion to work in the corporate sector. I have done  working for your company.  Already I have done 4 internships, building work experience.  As you can see, I am a hard worker  and would be a good additional at your firm.","Womens Rowing","Under 40"
"582d5db8-ce38-11e8-a136-37e1d5c32837","34","Female","Travel_Frequently","Research & Development","4","2","Life Sciences","Manufacturing Director","7","Y","80","I am a Life Sciences major, with a passion to work in the corporate sector. I have done  working for your company.  I have done 7 internships, and can provide references.  I am a hard worker  and would be a good additional at your firm.","Womens Rowing","Under 40"
"51bdd3d0-ce38-11e8-a136-37e1d5c32837","56","Female","Travel_Rarely","Sales","11","5","Marketing","Sales Executive","4","Y","80","I am a Marketing major, with a passion to work in the corporate sector. I have done working for you in this role.  I have already done 4 internships. As you can see, I am very dedicated and I hope to hear from you soon.","Womens Basketball","40 and Over"
"592d18fe-ce38-11e8-a136-37e1d5c32837","40","Female","Travel_Rarely","Sales","2","4","Life Sciences","Manager","0","Y","80","Hi there. I am a Life Sciences major, with a passion to work in the corporate sector. I have done  in a corporate role.  I have already done 0 internships, building work experience.  As you can see, I am highly motivated  and would be a good additional at your firm.","Netball","40 and Over"
"59c1c756-ce38-11e8-a136-37e1d5c32837","38","Female","Travel_Rarely","Sales","2","2","Marketing","Sales Executive","7","Y","80","I am a Marketing education, and wish to start my career in a corporate role working for your company.  I have completed 7 internships, building work experience.  I am a hard worker  and would be a good additional at your firm.","Womens Debating","Under 40"
"55e884cf-ce38-11e8-a136-37e1d5c32837","37","Female","Travel_Rarely","Sales","6","4","Medical","Sales Executive","4","Y","80","Hi there. I am a Medical major, with a passion to work in the corporate sector. I have done  in the corporate sector.  I have done 4 internships, and can provide references.  As you can see, I am a hard worker  and I hope to hear from you soon.","Womens Basketball","Under 40"
"50d54652-ce38-11e8-a136-37e1d5c32837","51","Female","Travel_Rarely","Sales","21","4","Marketing","Sales Executive","0","Y","80","Hi there. I am applying for a role after completing my Marketing major, with a passion to work in the corporate sector. I have done  in a corporate role.  I have done 0 internships.  I am a hard worker  and I hope to hear from you soon.","Womens Rowing","40 and Over"
"5c4db02b-ce38-11e8-a136-37e1d5c32837","39","Female","Travel_Rarely","Research & Development","1","3","Life Sciences","Research Scientist","3","Y","80","Recently I completed my Life Sciences education, and wish to start my career in a corporate roleworking for you in this role.  I have done 3 internships.  I am very dedicated  and I hope to hear from you soon.","Womens Soccer","Under 40"
"55f77690-ce38-11e8-a136-37e1d5c32837","30","Female","Travel_Rarely","Sales","8","2","Engineering","Sales Executive","1","Y","80","Hi there. I am a Engineering education, and wish to start my career in a corporate role in the corporate sector.  I have already done 1 internships, and can provide references. As you can see, I am very dedicated and would be a good additional at your firm.","Womens Rowing","Under 40"
"54e547a9-ce38-11e8-a136-37e1d5c32837","38","Female","Travel_Frequently","Research & Development","2","2","Medical","Laboratory Technician","4","Y","80","Hi there. I am a Medical education, and wish to start my career in a corporate role in the corporate sector.  I have already done 4 internships.  As you can see, I am highly motivated  and I am ready to start at your firm immediately.","NA","Under 40"
"51c88078-ce38-11e8-a136-37e1d5c32837","42","Female","Travel_Rarely","Research & Development","2","4","Other","Healthcare Representative","3","Y","80","Recently I completed my Other education, and wish to start my career in a corporate role in the corporate sector.  I have completed 3 internships, building valuable work experience.  I am very dedicated  and would be a good additional at your firm.","Netball","40 and Over"
"5a36bdc2-ce38-11e8-a136-37e1d5c32837","39","Female","Travel_Rarely","Sales","2","5","Life Sciences","Manager","7","Y","80","Hi there. I am applying for a role after completing my Life Sciences education, and wish to start my career in a corporate roleworking for you in this role.  I have completed 7 internships, building valuable work experience.  I am very dedicated  and I am a good match for the role.","NA","Under 40"
"5a6f02e8-ce38-11e8-a136-37e1d5c32837","32","Female","Travel_Rarely","Research & Development","27","2","Medical","Research Scientist","2","Y","80","Hi there. I am applying for a role after completing my Medical education, and wish to start my career in a corporate role working for your company.  I have completed 2 internships, building valuable work experience. As you can see, I am very dedicated and I am ready to start at your firm immediately.","Womens Soccer","Under 40"
"5593bb78-ce38-11e8-a136-37e1d5c32837","42","Female","Travel_Rarely","Research & Development","3","4","Other","Manager","4","Y","80","Hi there. I am a Other education, and wish to start my career in a corporate role in a role in the corporate sector.  So far I have completed 4 internships, building valuable work experience.  I am a hard worker  and I am a good match for the role.","Womens Debating","40 and Over"
"57467dbf-ce38-11e8-a136-37e1d5c32837","40","Female","Travel_Rarely","Research & Development","13","3","Medical","Healthcare Representative","5","Y","80","I am a Medical major, with a passion to work in the corporate sector. I have done  working for your company.  I have completed 5 internships, building valuable work experience.  As you can see, I am a hard worker  and I hope to hear from you soon.","Netball","40 and Over"
"5103c90d-ce38-11e8-a136-37e1d5c32837","32","Female","Non-Travel","Research & Development","1","3","Life Sciences","Laboratory Technician","6","Y","80","Hi there. I am applying for a role after completing my Life Sciences major, with a passion to work in the corporate sector. I have done working for you in this role.  Already I have done 6 internships.  As you can see, I am a hard worker  and I am a good match for the role.","Womens Debating","Under 40"
"58938966-ce38-11e8-a136-37e1d5c32837","27","Female","Travel_Rarely","Research & Development","1","3","Life Sciences","Research Director","3","Y","80","Hi there. I am applying for a role after completing my Life Sciences education, and wish to start my career in a corporate role in a corporate role.  Already I have done 3 internships, building valuable work experience.  I am highly motivated  and I am ready to start at your firm immediately.","Netball","Under 40"
"540a259d-ce38-11e8-a136-37e1d5c32837","28","Female","Travel_Rarely","Research & Development","24","3","Life Sciences","Laboratory Technician","5","Y","80","I am a Life Sciences education, and wish to start my career in a corporate role in a corporate role.  Already I have done 5 internships, building work experience.  As you can see, I am a hard worker  and I am ready to start at your firm immediately.","Womens Tennis, Womens Soccer, Womens Tennis, Netball, Hockey, Womens Debating","Under 40"
"56619936-ce38-11e8-a136-37e1d5c32837","44","Female","Non-Travel","Sales","26","2","Life Sciences","Sales Executive","8","Y","80","Hi there. I am a Life Sciences major, with a passion to work in the corporate sector. I have done  in a corporate role.  Already I have done 8 internships. As you can see, I am very dedicated and I hope to hear from you soon.","NA","40 and Over"
"5a36489c-ce38-11e8-a136-37e1d5c32837","41","Female","Travel_Rarely","Research & Development","11","3","Life Sciences","Healthcare Representative","1","Y","80","I am a Life Sciences education, and wish to start my career in a corporate roleworking for you in this role.  I have done 1 internships.  I am highly motivated  and I am a good match for the role.","Hockey","40 and Over"
"5a244a2b-ce38-11e8-a136-37e1d5c32837","40","Female","Non-Travel","Research & Development","8","2","Life Sciences","Healthcare Representative","3","Y","80","Hi there. I am applying for a role after completing my Life Sciences education, and wish to start my career in a corporate role in a role in the corporate sector.  Already I have done 3 internships, building work experience.  I am highly motivated  and I hope to hear from you soon.","Netball, Womens Soccer, Hockey","40 and Over"
"5765e7a7-ce38-11e8-a136-37e1d5c32837","47","Female","Travel_Rarely","Sales","8","4","Engineering","Sales Executive","6","Y","80","Recently I completed my Engineering major, with a passion to work in the corporate sector. I have done  working for your company.  I have done 6 internships, building work experience.  I am a hard worker  and I am a good match for the role.","Womens Basketball","40 and Over"
"5ca8ba0f-ce38-11e8-a136-37e1d5c32837","44","Female","Travel_Rarely","Human Resources","1","4","Life Sciences","Human Resources","4","Y","80","Recently I completed my Life Sciences major, with a passion to work in the corporate sector. I have done  in a corporate role.  I have already done 4 internships.  I am highly motivated  and I am ready to start at your firm immediately.","Womens Tennis, Netball, Womens Debating, Womens Tennis, Womens Basketball, Womens Debating","40 and Over"
"5b005664-ce38-11e8-a136-37e1d5c32837","21","Female","Travel_Rarely","Research & Development","1","1","Engineering","Research Scientist","1","Y","80","Recently I completed my Engineering major, with a passion to work in the corporate sector. I have done  in a role in the corporate sector.  I have done 1 internships, building valuable work experience.  As you can see, I am a hard worker  and I am a good match for the role.","Womens Basketball, Hockey, Womens Tennis","Under 40"
"520c0e71-ce38-11e8-a136-37e1d5c32837","26","Female","Travel_Rarely","Sales","3","3","Medical","Sales Representative","1","Y","80","Hi there. I am applying for a role after completing my Medical education, and wish to start my career in a corporate role working for your company.  I have done 1 internships, building work experience.  I am a hard worker  and I am a good match for the role.","Netball","Under 40"
"59ff89e0-ce38-11e8-a136-37e1d5c32837","24","Female","Travel_Rarely","Human Resources","22","1","Human Resources","Human Resources","1","Y","80","Hi there. I am applying for a role after completing my Human Resources education, and wish to start my career in a corporate role working for your company.  I have completed 1 internships, and can provide references. As you can see, I am very dedicated and would be a good additional at your firm.","NA","Under 40"
"591c79d5-ce38-11e8-a136-37e1d5c32837","34","Female","Travel_Rarely","Sales","7","2","Engineering","Sales Representative","0","Y","80","I am a Engineering major, with a passion to work in the corporate sector. I have done working for you in this role.  Already I have done 0 internships.  I am very dedicated  and I am a good match for the role.","Womens Tennis","Under 40"
"549d4d8f-ce38-11e8-a136-37e1d5c32837","40","Female","Travel_Rarely","Research & Development","17","2","Life Sciences","Research Scientist","3","Y","80","Recently I completed my Life Sciences education, and wish to start my career in a corporate roleworking for you in this role.  I have done 3 internships, and can provide references.  I am a hard worker  and I hope to hear from you soon.","Womens Soccer","40 and Over"
"53ec902d-ce38-11e8-a136-37e1d5c32837","46","Female","Non-Travel","Sales","26","2","Life Sciences","Sales Executive","8","Y","80","Hi there. I am a Life Sciences education, and wish to start my career in a corporate role in a role in the corporate sector.  So far I have completed 8 internships.  As you can see, I am a hard worker  and I hope to hear from you soon.","Netball","40 and Over"
"5a0f8ce9-ce38-11e8-a136-37e1d5c32837","39","Female","Travel_Rarely","Research & Development","12","3","Medical","Manufacturing Director","4","Y","80","Hi there. I am a Medical education, and wish to start my career in a corporate role in a role in the corporate sector.  I have completed 4 internships, building work experience. As you can see, I am very dedicated and I am ready to start at your firm immediately.","Womens Tennis","Under 40"
"539a5e7d-ce38-11e8-a136-37e1d5c32837","32","Female","Travel_Rarely","Research & Development","8","2","Medical","Healthcare Representative","3","Y","80","I am a Medical major, with a passion to work in the corporate sector. I have done  in a role in the corporate sector.  I have done 3 internships. As you can see, I am very dedicated and I hope to hear from you soon.","Hockey","Under 40"
"51d3061a-ce38-11e8-a136-37e1d5c32837","53","Female","Travel_Rarely","Research & Development","24","4","Medical","Healthcare Representative","3","Y","80","Hi there. I am a Medical education, and wish to start my career in a corporate role in a corporate role.  I have completed 3 internships.  As you can see, I am a hard worker  and I am a good match for the role.","Womens Soccer","40 and Over"
"534435db-ce38-11e8-a136-37e1d5c32837","35","Female","Travel_Frequently","Sales","12","4","Other","Sales Executive","3","Y","80","Hi there. I am applying for a role after completing my Other education, and wish to start my career in a corporate roleworking for you in this role.  I have completed 3 internships, building work experience. As you can see, I am very dedicated and I am a good match for the role.","Netball, Womens Rowing, Womens Basketball","Under 40"
"56a88211-ce38-11e8-a136-37e1d5c32837","31","Female","Non-Travel","Research & Development","5","3","Medical","Manufacturing Director","0","Y","80","Recently I completed my Medical major, with a passion to work in the corporate sector. I have done working for you in this role.  I have already done 0 internships, building work experience.  I am very dedicated  and I am a good match for the role.","Womens Rowing","Under 40"
"5867c569-ce38-11e8-a136-37e1d5c32837","30","Female","Travel_Rarely","Sales","12","3","Engineering","Sales Executive","0","Y","80","Hi there. I am applying for a role after completing my Engineering education, and wish to start my career in a corporate role working for your company.  So far I have completed 0 internships.  As you can see, I am a hard worker  and I hope to hear from you soon.","NA","Under 40"
"5ce59250-ce38-11e8-a136-37e1d5c32837","35","Female","Travel_Frequently","Research & Development","11","3","Other","Research Director","1","Y","80","Recently I completed my Other major, with a passion to work in the corporate sector. I have done working for you in this role.  Already I have done 1 internships, building work experience.  I am very dedicated  and I hope to hear from you soon.","Womens Debating","Under 40"
"5b2e15e1-ce38-11e8-a136-37e1d5c32837","40","Female","Non-Travel","Research & Development","9","4","Other","Laboratory Technician","3","Y","80","I am a Other education, and wish to start my career in a corporate role in the corporate sector.  Already I have done 3 internships.  As you can see, I am highly motivated  and I am a good match for the role.","Womens Debating","40 and Over"
"549fe53b-ce38-11e8-a136-37e1d5c32837","34","Female","Travel_Rarely","Research & Development","5","3","Medical","Manager","2","Y","80","Hi there. I am applying for a role after completing my Medical education, and wish to start my career in a corporate role in a role in the corporate sector.  I have completed 2 internships, building work experience. As you can see, I am very dedicated and I am a good match for the role.","Womens Athletics","Under 40"
"58edd02d-ce38-11e8-a136-37e1d5c32837","45","Female","Travel_Rarely","Human Resources","26","4","Life Sciences","Manager","3","Y","80","Recently I completed my Life Sciences education, and wish to start my career in a corporate role in the corporate sector.  I have already done 3 internships.  As you can see, I am highly motivated  and I am ready to start at your firm immediately.","Womens Athletics","40 and Over"
"4ff56a1e-ce38-11e8-a136-37e1d5c32837","35","Female","Travel_Frequently","Sales","18","4","Marketing","Sales Executive","0","Y","80","Hi there. I am applying for a role after completing my Marketing major, with a passion to work in the corporate sector. I have done  working for your company.  Already I have done 0 internships, and can provide references.  I am very dedicated  and I am ready to start at your firm immediately.","Hockey","Under 40"
"5af3d540-ce38-11e8-a136-37e1d5c32837","37","Female","Travel_Rarely","Research & Development","10","5","Medical","Manufacturing Director","2","Y","80","Recently I completed my Medical major, with a passion to work in the corporate sector. I have done  working for your company.  I have already done 2 internships, building valuable work experience.  As you can see, I am a hard worker  and I am ready to start at your firm immediately.","Hockey, Womens Basketball, Womens Soccer","Under 40"
"54f32826-ce38-11e8-a136-37e1d5c32837","46","Female","Travel_Frequently","Research & Development","18","1","Medical","Healthcare Representative","5","Y","80","Recently I completed my Medical major, with a passion to work in the corporate sector. I have done  in a corporate role.  I have done 5 internships, and can provide references.  I am very dedicated  and I am a good match for the role.","Womens Debating","40 and Over"
"5be6e856-ce38-11e8-a136-37e1d5c32837","48","Female","Travel_Rarely","Research & Development","28","1","Medical","Laboratory Technician","1","Y","80","Hi there. I am a Medical major, with a passion to work in the corporate sector. I have done  in the corporate sector.  So far I have completed 1 internships, and can provide references.  As you can see, I am a hard worker  and would be a good additional at your firm.","Netball","40 and Over"
"526e1c15-ce38-11e8-a136-37e1d5c32837","31","Female","Non-Travel","Sales","22","2","Marketing","Sales Executive","0","Y","80","Hi there. I am a Marketing major, with a passion to work in the corporate sector. I have done  in the corporate sector.  I have completed 0 internships.  I am very dedicated  and I hope to hear from you soon.","Womens Tennis, Womens Debating, Womens Basketball","Under 40"
"5089f169-ce38-11e8-a136-37e1d5c32837","58","Female","Non-Travel","Research & Development","1","4","Life Sciences","Healthcare Representative","2","Y","80","Recently I completed my Life Sciences major, with a passion to work in the corporate sector. I have done  working for your company.  Already I have done 2 internships, building valuable work experience.  I am a hard worker  and would be a good additional at your firm.","Hockey, Womens Basketball, Womens Soccer","40 and Over"
"5d978801-ce38-11e8-a136-37e1d5c32837","52","Female","Travel_Rarely","Research & Development","6","2","Engineering","Research Scientist","3","Y","80","Recently I completed my Engineering major, with a passion to work in the corporate sector. I have done  in a corporate role.  So far I have completed 3 internships, building work experience.  I am highly motivated  and I am a good match for the role.","Womens Soccer","40 and Over"
"540e91b9-ce38-11e8-a136-37e1d5c32837","27","Female","Travel_Rarely","Sales","3","2","Medical","Sales Executive","1","Y","80","Recently I completed my Medical major, with a passion to work in the corporate sector. I have done  in the corporate sector.  Already I have done 1 internships, building valuable work experience.  As you can see, I am highly motivated  and would be a good additional at your firm.","Hockey, Womens Basketball, Womens Rowing","Under 40"
"56f47320-ce38-11e8-a136-37e1d5c32837","29","Female","Travel_Rarely","Research & Development","11","2","Medical","Healthcare Representative","1","Y","80","Hi there. I am a Medical major, with a passion to work in the corporate sector. I have done  in a corporate role.  I have already done 1 internships, and can provide references.  As you can see, I am a hard worker  and I am a good match for the role.","Womens Tennis","Under 40"
"5640f6ff-ce38-11e8-a136-37e1d5c32837","31","Female","Travel_Rarely","Sales","6","4","Life Sciences","Sales Executive","4","Y","80","I am a Life Sciences education, and wish to start my career in a corporate roleworking for you in this role.  I have done 4 internships, and can provide references. As you can see, I am very dedicated and I am a good match for the role.","Womens Tennis, Womens Rowing, Womens Basketball","Under 40"
"58a33e5e-ce38-11e8-a136-37e1d5c32837","31","Female","Non-Travel","Sales","16","3","Life Sciences","Sales Executive","1","Y","80","Hi there. I am applying for a role after completing my Life Sciences education, and wish to start my career in a corporate role in the corporate sector.  Already I have done 1 internships.  I am very dedicated  and I hope to hear from you soon.","Womens Soccer","Under 40"
"4fdcb5df-ce38-11e8-a136-37e1d5c32837","24","Female","Travel_Frequently","Research & Development","7","3","Life Sciences","Laboratory Technician","1","Y","80","Hi there. I am a Life Sciences major, with a passion to work in the corporate sector. I have done working for you in this role.  I have completed 1 internships.  I am very dedicated  and would be a good additional at your firm.","Womens Debating","Under 40"
"5546b91e-ce38-11e8-a136-37e1d5c32837","44","Female","Travel_Rarely","Research & Development","29","4","Other","Research Scientist","1","Y","80","Recently I completed my Other education, and wish to start my career in a corporate role in the corporate sector.  Already I have done 1 internships, building work experience.  I am very dedicated  and I am a good match for the role.","Womens Soccer","40 and Over"
"580df3dc-ce38-11e8-a136-37e1d5c32837","27","Female","Travel_Rarely","Research & Development","8","1","Other","Healthcare Representative","3","Y","80","Hi there. I am a Other education, and wish to start my career in a corporate role in the corporate sector.  So far I have completed 3 internships, building valuable work experience.  I am very dedicated  and I hope to hear from you soon.","Womens Basketball","Under 40"
"5cff7ed8-ce38-11e8-a136-37e1d5c32837","46","Female","Non-Travel","Sales","26","2","Life Sciences","Sales Executive","8","Y","80","Recently I completed my Life Sciences major, with a passion to work in the corporate sector. I have done  in a corporate role.  I have completed 8 internships, building work experience.  I am highly motivated  and I am ready to start at your firm immediately.","Womens Tennis","40 and Over"
"52f81dbc-ce38-11e8-a136-37e1d5c32837","29","Female","Travel_Rarely","Sales","10","2","Medical","Sales Executive","2","Y","80","Hi there. I am applying for a role after completing my Medical education, and wish to start my career in a corporate role in a role in the corporate sector.  I have done 2 internships, building valuable work experience. As you can see, I am very dedicated and I hope to hear from you soon.","Netball","Under 40"
"5bfe6447-ce38-11e8-a136-37e1d5c32837","43","Female","Travel_Rarely","Human Resources","24","4","Medical","Human Resources","1","Y","80","I am a Medical education, and wish to start my career in a corporate role working for your company.  So far I have completed 1 internships.  As you can see, I am a hard worker  and I am a good match for the role.","Womens Soccer","40 and Over"
"525b0c49-ce38-11e8-a136-37e1d5c32837","29","Female","Travel_Rarely","Sales","10","3","Life Sciences","Sales Representative","1","Y","80","I am a Life Sciences major, with a passion to work in the corporate sector. I have done  working for your company.  I have done 1 internships, building work experience. As you can see, I am very dedicated and I hope to hear from you soon.","Womens Rowing","Under 40"
"4fd8e5ed-ce38-11e8-a136-37e1d5c32837","38","Female","Travel_Rarely","Research & Development","17","1","Life Sciences","Healthcare Representative","0","Y","80","Hi there. I am a Life Sciences major, with a passion to work in the corporate sector. I have done  in a role in the corporate sector.  I have already done 0 internships. As you can see, I am very dedicated and I am ready to start at your firm immediately.","Womens Basketball","Under 40"
"55bbfd96-ce38-11e8-a136-37e1d5c32837","31","Female","Travel_Rarely","Sales","8","4","Life Sciences","Sales Executive","2","Y","80","I am a Life Sciences major, with a passion to work in the corporate sector. I have done  in a corporate role.  I have already done 2 internships, and can provide references.  I am a hard worker  and would be a good additional at your firm.","Womens Basketball","Under 40"
